@relation 'Final_Train_Data_Weka-weka.filters.unsupervised.attribute.NumericToNominal-R3-5,10'

@attribute NEIGHBORHOOD {ARROCHAR,'ARROCHAR-SHORE ACRES',CONCORD,'CONCORD-FOX HILLS','DONGAN HILLS','DONGAN HILLS-COLONY','DONGAN HILLS-OLD TOWN','GRANT CITY',GRASMERE,'GREAT KILLS','GREAT KILLS-BAY TERRACE','GRYMES HILL','MIDLAND BEACH','NEW DORP','NEW DORP-BEACH','NEW DORP-HEIGHTS',OAKWOOD,OAKWOOD-BEACH,RICHMONDTOWN,'RICHMONDTOWN-LIGHTHS HILL',ROSEBANK,'SOUTH BEACH',STAPLETON,STAPLETON-CLIFTON,TOMPKINSVILLE,'TODT HILL'}
@attribute 'BUILDING CLASS CATEGORY' {'01 ONE FAMILY DWELLINGS','02 TWO FAMILY DWELLINGS'}
@attribute BLOCK {512,515,516,521,524,527,529,530,532,541,560,561,562,563,565,568,579,586,614,618,622,626,631,638,643,647,648,835,839,848,849,855,856,858,869,885,895,899,939,942,944,945,948,949,950,951,2248,2260,2270,2271,2277,2279,2281,2284,2287,2288,2306,2829,2834,2836,2837,2839,2840,2844,2848,2853,2854,2855,2856,2857,2859,2861,2866,2867,2873,2876,2879,2882,2897,2899,2902,2908,2912,2915,2922,2925,2930,2966,2969,2970,2973,2975,2982,2983,2985,2989,2993,3003,3004,3019,3023,3024,3034,3036,3038,3065,3066,3070,3072,3073,3075,3099,3102,3103,3104,3105,3106,3110,3111,3116,3121,3122,3123,3124,3155,3159,3163,3165,3167,3169,3171,3176,3183,3184,3191,3209,3221,3226,3228,3234,3237,3246,3249,3250,3251,3252,3254,3255,3268,3269,3270,3271,3272,3276,3277,3282,3284,3285,3293,3294,3295,3296,3301,3306,3315,3316,3317,3320,3321,3325,3331,3332,3333,3337,3343,3345,3348,3354,3361,3362,3371,3373,3375,3378,3379,3390,3391,3394,3395,3398,3400,3401,3406,3420,3478,3481,3491,3500,3530,3531,3535,3539,3540,3552,3553,3558,3560,3563,3565,3570,3571,3572,3573,3575,3577,3579,3583,3586,3589,3591,3594,3595,3598,3599,3604,3606,3608,3609,3610,3613,3616,3617,3620,3626,3628,3629,3633,3634,3635,3640,3641,3643,3646,3650,3651,3652,3655,3659,3660,3661,3667,3669,3673,3674,3679,3681,3682,3684,3685,3686,3687,3689,3698,3703,3707,3708,3709,3711,3712,3716,3717,3718,3721,3722,3728,3729,3730,3733,3734,3735,3739,3740,3744,3746,3791,3797,3798,3800,3804,3805,3808,3809,3810,3814,3815,3817,3818,3819,3821,3873,3882,3885,3887,3888,3960,4000,4017,4018,4019,4027,4029,4030,4031,4033,4041,4043,4046,4047,4049,4050,4051,4052,4054,4057,4058,4063,4064,4066,4068,4069,4071,4073,4074,4078,4083,4085,4087,4088,4089,4091,4093,4130,4131,4194,4197,4198,4202,4212,4213,4219,4220,4221,4223,4226,4228,4229,4233,4237,4239,4240,4245,4247,4248,4250,4253,4254,4262,4265,4267,4271,4273,4278,4289,4290,4298,4299,4300,4302,4305,4306,4310,4311,4315,4316,4327,4328,4332,4342,4343,4344,4347,4349,4359,4363,4369,4378,4394,4399,4400,4405,4411,4416,4420,4421,4431,4435,4436,4447,4465,4466,4467,4468,4474,4476,4477,4478,4645,4656,4657,4659,4661,4669,4672,4673,4674,4675,4676,4678,4679,4680,4682,4683,4684,4696,4697,4698,4705,4706,4708,4710,4712,4713,4716,4717,4719,4720,4723,4726,4728,4961,4972,4973,4975,5016,5018,5019,5020,5022,5023,5024,5025,5026,5027,5028,5030,5090,5093,5101,5103}
@attribute LOT {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,68,69,70,71,72,73,74,75,76,77,78,79,81,82,84,86,87,88,89,90,92,93,94,96,97,99,100,104,106,107,108,110,112,115,116,117,120,121,123,126,128,132,133,136,140,141,142,143,144,145,150,152,156,157,158,163,165,168,170,172,173,177,183,188,189,195,199,202,212,217,226,233,235,255,257,260,266,267,274,277,278,302,315,338,364,368,373,382,403,405,407,410,412,415,417,430,432,434,436,445,451,473,476,478,488,566,601,615,618,620,652,737,769,828,908}
@attribute 'ZIP CODE' {10304,10305,10306}
@attribute 'RESIDENTIAL UNITS' numeric
@attribute 'COMMERCIAL UNITS' numeric
@attribute 'LAND SQUARE FEET' numeric
@attribute 'GROSS SQUARE FEET' numeric
@attribute 'YEAR BUILT' {1845,1899,1901,1905,1910,1915,1920,1925,1930,1931,1932,1935,1940,1945,1950,1955,1960,1963,1965,1966,1970,1972,1975,1976,1977,1978,1979,1980,1981,1982,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020}
@attribute 'BUILDING CLASS AT TIME OF SALE' {A2,A5,A1,B2,B1,A0,S2,B3,A3,B9,A9,A6,S1}
@attribute 'SALE PRICE ' {'Over Budget','Within Budget'}
@attribute 'SALE DATE' {Autumn,Spring,Summer,Winter}

@data
'MIDLAND BEACH','02 TWO FAMILY DWELLINGS',3730,136,10306,2,0,2850,1600,1990,B9,'Over Budget',Spring
'MIDLAND BEACH','02 TWO FAMILY DWELLINGS',3805,21,10306,2,0,2262,2300,2003,B9,'Over Budget',Winter
'MIDLAND BEACH','02 TWO FAMILY DWELLINGS',3808,24,10306,2,0,4000,2463,2019,B2,'Over Budget',Autumn
'MIDLAND BEACH','02 TWO FAMILY DWELLINGS',3814,23,10306,2,1,2140,1750,1920,S2,'Within Budget',Summer
'NEW DORP','01 ONE FAMILY DWELLINGS',3598,45,10306,1,0,3750,1800,1925,A1,'Over Budget',Autumn
'NEW DORP','01 ONE FAMILY DWELLINGS',3610,10,10306,1,0,3800,1184,1925,A1,'Within Budget',Autumn
'NEW DORP','01 ONE FAMILY DWELLINGS',3616,52,10306,1,0,3054,1152,1910,A5,'Within Budget',Autumn
'NEW DORP','01 ONE FAMILY DWELLINGS',3617,24,10306,1,0,6000,1472,1901,A1,'Over Budget',Spring
'NEW DORP','01 ONE FAMILY DWELLINGS',3620,6,10306,1,0,6486,1728,1970,A1,'Over Budget',Summer
'NEW DORP','01 ONE FAMILY DWELLINGS',3620,59,10306,1,0,3650,1656,1920,A1,'Within Budget',Winter
'NEW DORP','01 ONE FAMILY DWELLINGS',3626,4,10306,1,0,4335,1218,1920,A1,'Within Budget',Autumn
'NEW DORP','01 ONE FAMILY DWELLINGS',3628,12,10306,1,0,3800,1205,1935,A2,'Within Budget',Winter
'NEW DORP','01 ONE FAMILY DWELLINGS',3629,29,10306,1,0,5320,1600,1899,A1,'Over Budget',Autumn
'NEW DORP','01 ONE FAMILY DWELLINGS',3633,59,10306,1,0,4400,983,1955,A2,'Within Budget',Summer
'NEW DORP','01 ONE FAMILY DWELLINGS',3634,17,10306,1,0,4000,936,1960,A2,'Over Budget',Autumn
'NEW DORP','01 ONE FAMILY DWELLINGS',3634,31,10306,1,0,5600,2960,1960,A1,'Over Budget',Summer
'NEW DORP','01 ONE FAMILY DWELLINGS',3635,18,10306,1,0,5000,1648,1930,A1,'Over Budget',Autumn
'NEW DORP','01 ONE FAMILY DWELLINGS',3640,27,10306,1,0,6000,1612,1920,A1,'Over Budget',Summer
'NEW DORP','01 ONE FAMILY DWELLINGS',3640,44,10306,1,0,4000,1700,1925,A1,'Over Budget',Autumn
'NEW DORP','01 ONE FAMILY DWELLINGS',3641,43,10306,1,0,4000,1406,1940,A1,'Over Budget',Autumn
'NEW DORP','01 ONE FAMILY DWELLINGS',3643,38,10306,1,0,7000,1332,1930,A1,'Over Budget',Autumn
'NEW DORP','01 ONE FAMILY DWELLINGS',4033,89,10306,1,0,4141,1040,1960,A2,'Within Budget',Autumn
'NEW DORP','01 ONE FAMILY DWELLINGS',4047,50,10306,1,0,2525,600,1930,A2,'Within Budget',Summer
'NEW DORP','01 ONE FAMILY DWELLINGS',4052,55,10306,1,0,4500,960,1960,A2,'Within Budget',Spring
'NEW DORP','01 ONE FAMILY DWELLINGS',4054,60,10306,1,0,3915,2000,1930,A1,'Within Budget',Spring
'NEW DORP','01 ONE FAMILY DWELLINGS',4058,48,10306,1,0,5000,2316,1970,A1,'Within Budget',Spring
'NEW DORP','01 ONE FAMILY DWELLINGS',4058,100,10306,1,0,2484,1312,1975,A5,'Within Budget',Spring
'NEW DORP','01 ONE FAMILY DWELLINGS',4058,112,10306,1,0,2575,1732,1970,A5,'Within Budget',Winter
'NEW DORP','01 ONE FAMILY DWELLINGS',4058,364,10306,1,0,4224,1950,1960,A1,'Over Budget',Autumn
'NEW DORP','01 ONE FAMILY DWELLINGS',4058,434,10306,1,0,3999,1873,1965,A2,'Over Budget',Summer
'NEW DORP','01 ONE FAMILY DWELLINGS',4058,436,10306,1,0,4048,1124,1960,A2,'Within Budget',Spring
'NEW DORP','01 ONE FAMILY DWELLINGS',4198,17,10306,1,0,5640,1974,1925,A1,'Over Budget',Autumn
'NEW DORP','01 ONE FAMILY DWELLINGS',4212,6,10306,1,0,5000,1035,1960,A2,'Over Budget',Autumn
'NEW DORP','01 ONE FAMILY DWELLINGS',4212,12,10306,1,0,4250,1295,1945,A2,'Within Budget',Autumn
'NEW DORP','01 ONE FAMILY DWELLINGS',4219,4,10306,1,0,2000,1012,1975,A9,'Within Budget',Spring
'NEW DORP','01 ONE FAMILY DWELLINGS',4219,16,10306,1,0,4000,1476,1925,A1,'Over Budget',Spring
'NEW DORP','01 ONE FAMILY DWELLINGS',4221,29,10306,1,0,8000,1160,1945,A2,'Over Budget',Autumn
'NEW DORP','01 ONE FAMILY DWELLINGS',4223,17,10306,1,0,4000,916,1945,A1,'Over Budget',Autumn
'NEW DORP','01 ONE FAMILY DWELLINGS',4226,66,10306,1,0,8000,2128,1950,A2,'Over Budget',Spring
'NEW DORP','01 ONE FAMILY DWELLINGS',4228,63,10306,1,0,5000,975,1950,A2,'Over Budget',Spring
'NEW DORP','01 ONE FAMILY DWELLINGS',4233,21,10306,1,0,5000,1040,1950,A2,'Within Budget',Winter
'NEW DORP','01 ONE FAMILY DWELLINGS',4237,53,10306,1,0,3300,1058,1960,A9,'Within Budget',Spring
'NEW DORP','01 ONE FAMILY DWELLINGS',4239,26,10306,1,0,1947,1360,1975,A5,'Within Budget',Spring
'NEW DORP','01 ONE FAMILY DWELLINGS',4247,23,10306,1,0,5000,1806,1945,A2,'Over Budget',Summer
'NEW DORP','01 ONE FAMILY DWELLINGS',4248,18,10306,1,0,5000,600,1950,A2,'Within Budget',Summer
'NEW DORP','01 ONE FAMILY DWELLINGS',4250,5,10306,1,0,4217,1717,1955,A2,'Over Budget',Autumn
'NEW DORP','01 ONE FAMILY DWELLINGS',4253,21,10306,1,0,7200,1040,1960,A2,'Within Budget',Spring
'NEW DORP','02 TWO FAMILY DWELLINGS',3599,39,10306,2,0,4488,1135,1955,B2,'Over Budget',Winter
'NEW DORP','02 TWO FAMILY DWELLINGS',3616,3,10306,2,0,4120,1380,1955,B3,'Over Budget',Summer
'NEW DORP','02 TWO FAMILY DWELLINGS',3620,52,10306,2,0,5550,1320,1910,B3,'Over Budget',Winter
'NEW DORP','02 TWO FAMILY DWELLINGS',3635,10,10306,2,0,3500,2062,2019,B2,'Over Budget',Autumn
'NEW DORP','02 TWO FAMILY DWELLINGS',3635,13,10306,2,0,3500,2388,2019,B2,'Over Budget',Summer
'NEW DORP','02 TWO FAMILY DWELLINGS',3646,51,10306,2,0,4000,2650,2011,B2,'Over Budget',Summer
'NEW DORP','02 TWO FAMILY DWELLINGS',3960,112,10306,2,0,3380,1300,2005,B9,'Within Budget',Winter
'NEW DORP','02 TWO FAMILY DWELLINGS',3960,165,10306,2,0,1820,1300,2005,B9,'Within Budget',Summer
'NEW DORP','02 TWO FAMILY DWELLINGS',4031,15,10306,2,0,3450,1600,2004,B9,'Over Budget',Autumn
'NEW DORP','02 TWO FAMILY DWELLINGS',4031,87,10306,2,0,1247,1360,1999,B9,'Within Budget',Winter
'NEW DORP','02 TWO FAMILY DWELLINGS',4041,19,10306,2,0,3686,1900,2012,B9,'Over Budget',Summer
'NEW DORP','02 TWO FAMILY DWELLINGS',4047,61,10306,2,0,5050,2346,1930,B1,'Over Budget',Summer
'NEW DORP','02 TWO FAMILY DWELLINGS',4058,150,10306,2,0,4600,2136,1965,B2,'Over Budget',Autumn
'NEW DORP','02 TWO FAMILY DWELLINGS',4058,217,10306,2,0,4028,2150,1960,B2,'Over Budget',Summer
'NEW DORP','02 TWO FAMILY DWELLINGS',4194,17,10306,2,0,4000,2358,1970,B2,'Over Budget',Autumn
'NEW DORP','02 TWO FAMILY DWELLINGS',4197,13,10306,2,0,3500,2420,2019,B2,'Over Budget',Winter
'NEW DORP','02 TWO FAMILY DWELLINGS',4213,26,10306,2,0,5000,3066,1901,B2,'Over Budget',Winter
'NEW DORP','02 TWO FAMILY DWELLINGS',4220,63,10306,2,0,6000,1431,1945,B1,'Over Budget',Winter
'NEW DORP','02 TWO FAMILY DWELLINGS',4223,63,10306,0,0,4000,0,2020,B1,'Within Budget',Winter
'NEW DORP','02 TWO FAMILY DWELLINGS',4229,104,10306,2,0,3038,1824,1980,B9,'Over Budget',Winter
'NEW DORP','02 TWO FAMILY DWELLINGS',4237,27,10306,2,0,8300,1631,1955,B1,'Over Budget',Spring
'NEW DORP','02 TWO FAMILY DWELLINGS',4245,66,10306,2,0,4000,2000,1970,B3,'Within Budget',Spring
'NEW DORP','02 TWO FAMILY DWELLINGS',4245,66,10306,2,0,4000,2000,1970,B3,'Over Budget',Summer
'NEW DORP','02 TWO FAMILY DWELLINGS',4245,68,10306,2,0,4100,2475,2019,B2,'Over Budget',Spring
'NEW DORP','02 TWO FAMILY DWELLINGS',4250,35,10306,2,0,4500,2300,1960,B3,'Over Budget',Summer
'NEW DORP','02 TWO FAMILY DWELLINGS',4254,17,10306,2,0,5500,1824,1960,B1,'Over Budget',Autumn
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4043,49,10306,1,0,2568,1600,1980,A5,'Within Budget',Winter
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4046,16,10306,1,0,4000,1400,1925,A1,'Within Budget',Summer
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4049,49,10306,1,0,7250,1104,1901,A6,'Within Budget',Autumn
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4049,65,10306,1,0,2220,1510,1989,A5,'Within Budget',Winter
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4057,110,10306,1,0,800,1080,1980,A5,'Within Budget',Summer
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4063,30,10306,1,0,2808,1360,1970,A5,'Within Budget',Autumn
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4063,57,10306,1,0,2600,1190,1970,A5,'Within Budget',Spring
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4064,46,10306,1,0,1300,1324,2001,A5,'Within Budget',Autumn
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4066,47,10306,1,0,2275,934,1998,A5,'Within Budget',Winter
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4068,6,10306,1,0,4000,1000,1960,A2,'Within Budget',Winter
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4071,60,10306,1,0,2200,1040,1990,A5,'Within Budget',Winter
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4071,163,10306,1,0,1300,1040,1990,A5,'Within Budget',Spring
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4074,45,10306,1,0,2000,1056,2009,A5,'Within Budget',Spring
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4078,26,10306,1,0,2400,855,1935,A1,'Within Budget',Spring
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4078,32,10306,1,0,1200,598,1935,A6,'Within Budget',Autumn
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4083,1,10306,1,0,1920,2022,2018,A1,'Within Budget',Spring
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4083,24,10306,1,0,1240,636,1920,A6,'Within Budget',Autumn
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4085,16,10306,1,0,3720,1236,1945,A2,'Within Budget',Spring
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4089,43,10306,1,0,2437,1600,1982,A5,'Within Budget',Spring
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4089,47,10306,1,0,1700,1600,1982,A5,'Within Budget',Summer
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4089,72,10306,1,0,2800,1300,1980,A5,'Within Budget',Summer
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4091,14,10306,1,0,1200,546,1930,A6,'Within Budget',Autumn
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4093,12,10306,1,0,2320,2076,2019,A1,'Within Budget',Winter
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4130,338,10306,1,0,2455,1300,1996,A5,'Within Budget',Autumn
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4130,403,10306,1,0,2650,1184,1970,A9,'Within Budget',Summer
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4130,407,10306,1,0,2625,1050,1970,A9,'Within Budget',Spring
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4130,412,10306,1,0,2600,1050,1970,A9,'Within Budget',Summer
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4130,417,10306,1,0,2856,1184,1965,A9,'Within Budget',Spring
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4130,445,10306,1,0,2380,1184,1965,A9,'Within Budget',Spring
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4130,618,10306,1,0,2574,1197,1980,A9,'Within Budget',Winter
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4130,652,10306,1,0,2400,1811,1984,A9,'Over Budget',Autumn
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4131,49,10306,1,0,1387,1425,1997,A5,'Within Budget',Winter
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4131,64,10306,1,0,1263,1425,1997,A5,'Within Budget',Autumn
'NEW DORP-BEACH','01 ONE FAMILY DWELLINGS',4131,72,10306,1,0,1321,1825,1997,A5,'Within Budget',Summer
'NEW DORP-BEACH','02 TWO FAMILY DWELLINGS',4064,19,10306,2,0,4000,2116,1925,B1,'Within Budget',Spring
'NEW DORP-BEACH','02 TWO FAMILY DWELLINGS',4066,28,10306,2,0,4000,1920,1970,B2,'Within Budget',Summer
'NEW DORP-BEACH','02 TWO FAMILY DWELLINGS',4069,65,10306,2,0,4000,1560,1930,B2,'Within Budget',Winter
'NEW DORP-BEACH','02 TWO FAMILY DWELLINGS',4073,108,10306,2,0,3350,2100,1986,B9,'Over Budget',Summer
'NEW DORP-BEACH','02 TWO FAMILY DWELLINGS',4078,45,10306,2,0,3600,1344,2012,B2,'Over Budget',Winter
'NEW DORP-BEACH','02 TWO FAMILY DWELLINGS',4087,3,10306,2,0,4200,2674,2019,B2,'Over Budget',Winter
'NEW DORP-BEACH','02 TWO FAMILY DWELLINGS',4130,430,10306,2,0,4465,2150,1965,B2,'Within Budget',Autumn
'NEW DORP-BEACH','02 TWO FAMILY DWELLINGS',4131,4,10306,2,0,1406,2275,1997,B9,'Over Budget',Winter
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',939,143,10306,1,0,7625,1204,1960,A2,'Within Budget',Winter
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',939,156,10306,1,0,4000,2035,2019,A1,'Over Budget',Summer
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',939,158,10306,1,0,4000,2035,2019,A1,'Over Budget',Summer
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',939,266,10306,1,0,3840,2093,1970,A2,'Within Budget',Winter
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',939,302,10306,1,0,4040,2093,1970,A2,'Within Budget',Autumn
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',944,32,10306,1,0,5000,2580,1988,A1,'Over Budget',Autumn
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',944,41,10306,1,0,6000,1040,1970,A0,'Over Budget',Autumn
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',948,55,10306,1,0,4040,1260,1920,A1,'Within Budget',Spring
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',948,121,10306,1,0,4000,2250,1955,A2,'Within Budget',Autumn
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',949,54,10306,1,0,6204,2311,1920,A1,'Over Budget',Summer
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',949,107,10306,1,0,2500,1216,1960,A5,'Within Budget',Autumn
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',951,9,10306,1,0,5451,2360,2011,A3,'Over Budget',Autumn
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',951,82,10306,1,0,8000,1498,1920,A9,'Within Budget',Autumn
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',4302,20,10306,1,0,4945,1359,1920,A1,'Over Budget',Autumn
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',4302,53,10306,1,0,4875,1056,1920,A1,'Within Budget',Autumn
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',4302,89,10306,1,0,3987,532,1940,A2,'Within Budget',Summer
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',4305,22,10306,1,0,5000,1472,1930,A1,'Over Budget',Summer
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',4306,56,10306,1,0,5000,1440,1915,A1,'Over Budget',Spring
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',4311,70,10306,1,0,4000,1464,1930,A1,'Within Budget',Summer
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',4311,72,10306,1,0,4000,1215,1930,A1,'Within Budget',Summer
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',4316,34,10306,1,0,2700,1216,1960,A5,'Within Budget',Winter
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',4342,1,10306,1,0,6000,2800,2000,A1,'Over Budget',Summer
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',4342,45,10306,1,0,2600,1360,1965,A5,'Within Budget',Autumn
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',4342,49,10306,1,0,2600,1360,1965,A5,'Within Budget',Winter
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',4342,61,10306,1,0,2600,1360,1965,A5,'Within Budget',Autumn
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',4343,25,10306,1,0,4000,1092,1965,A2,'Over Budget',Autumn
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',4343,62,10306,1,0,6000,1496,1935,A1,'Over Budget',Winter
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',4344,2,10306,1,0,2433,1216,1960,A5,'Within Budget',Autumn
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',4344,8,10306,1,0,2550,1216,1960,A5,'Within Budget',Winter
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',4349,12,10306,1,0,3536,1600,1965,A5,'Within Budget',Autumn
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',4349,61,10306,1,0,3360,1600,1965,A5,'Within Budget',Winter
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',4349,63,10306,1,0,3360,1600,1965,A5,'Within Budget',Summer
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',4359,44,10306,1,0,2652,1292,1960,A5,'Within Budget',Autumn
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',4359,90,10306,1,0,2821,1280,1965,A5,'Within Budget',Summer
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',4369,78,10306,1,0,2600,1300,1965,A5,'Within Budget',Summer
'NEW DORP-HEIGHTS','01 ONE FAMILY DWELLINGS',4369,87,10306,1,0,2600,1296,1965,A5,'Within Budget',Spring
'NEW DORP-HEIGHTS','02 TWO FAMILY DWELLINGS',942,54,10306,2,0,5000,2028,1940,B2,'Over Budget',Spring
'NEW DORP-HEIGHTS','02 TWO FAMILY DWELLINGS',950,12,10306,2,0,3016,2100,1935,B9,'Within Budget',Summer
'NEW DORP-HEIGHTS','02 TWO FAMILY DWELLINGS',950,13,10306,2,0,6023,2250,1935,B9,'Within Budget',Summer
'NEW DORP-HEIGHTS','02 TWO FAMILY DWELLINGS',4302,75,10306,2,0,3990,1600,1920,B2,'Within Budget',Summer
'NEW DORP-HEIGHTS','02 TWO FAMILY DWELLINGS',4306,18,10306,2,0,5000,2496,1899,B2,'Over Budget',Winter
'NEW DORP-HEIGHTS','02 TWO FAMILY DWELLINGS',4310,142,10306,2,0,4000,2674,1955,B2,'Over Budget',Spring
'NEW DORP-HEIGHTS','02 TWO FAMILY DWELLINGS',4310,144,10306,2,0,4000,2698,2019,B2,'Over Budget',Spring
'NEW DORP-HEIGHTS','02 TWO FAMILY DWELLINGS',4394,89,10306,2,0,4185,1568,1960,B2,'Over Budget',Autumn
OAKWOOD,'01 ONE FAMILY DWELLINGS',4262,8,10306,1,0,1679,1575,1994,A5,'Within Budget',Autumn
OAKWOOD,'01 ONE FAMILY DWELLINGS',4262,52,10306,1,0,2092,1256,2001,A5,'Within Budget',Autumn
OAKWOOD,'01 ONE FAMILY DWELLINGS',4265,25,10306,1,0,5300,960,1965,A1,'Within Budget',Summer
OAKWOOD,'01 ONE FAMILY DWELLINGS',4265,62,10306,1,0,4000,1848,1960,A2,'Within Budget',Autumn
OAKWOOD,'01 ONE FAMILY DWELLINGS',4267,36,10306,1,0,3780,960,1960,A2,'Within Budget',Autumn
OAKWOOD,'01 ONE FAMILY DWELLINGS',4271,18,10306,1,0,4200,1092,1960,A2,'Within Budget',Summer
OAKWOOD,'01 ONE FAMILY DWELLINGS',4273,76,10306,1,0,4233,960,1965,A2,'Within Budget',Summer
OAKWOOD,'01 ONE FAMILY DWELLINGS',4278,23,10306,1,0,4000,1040,1960,A2,'Within Budget',Autumn
OAKWOOD,'01 ONE FAMILY DWELLINGS',4289,18,10306,1,0,4360,1331,1925,A1,'Over Budget',Summer
OAKWOOD,'01 ONE FAMILY DWELLINGS',4290,37,10306,1,0,5000,1636,1950,A1,'Over Budget',Autumn
OAKWOOD,'01 ONE FAMILY DWELLINGS',4298,9,10306,1,0,6000,995,1955,A2,'Over Budget',Summer
OAKWOOD,'01 ONE FAMILY DWELLINGS',4299,26,10306,1,0,5700,2674,1950,A1,'Over Budget',Winter
OAKWOOD,'01 ONE FAMILY DWELLINGS',4300,40,10306,1,0,3960,1805,1970,A2,'Within Budget',Winter
OAKWOOD,'01 ONE FAMILY DWELLINGS',4656,51,10306,1,0,3136,776,1975,A5,'Within Budget',Winter
OAKWOOD,'01 ONE FAMILY DWELLINGS',4657,100,10306,1,0,2407,1400,1970,A5,'Within Budget',Spring
OAKWOOD,'01 ONE FAMILY DWELLINGS',4659,17,10306,1,0,4827,2732,2008,A3,'Over Budget',Winter
OAKWOOD,'01 ONE FAMILY DWELLINGS',4661,16,10306,1,0,5000,1025,1945,A1,'Within Budget',Autumn
